title,subtopic,relevant_content,discussion_date
Talk:Consumer electronics,Translation efforts,"i'm a finnish translator but i don't find the finnish page particularly good. i might check it for things we may have overlooked, but in that case i'd rather dig out a proper source than go through the process of translating unsourced material.  ( |  | )",10/09/2014 13:24
Talk:Consumer electronics,Internal links,"{{closed|text after going through the links in this article looking for the disambiguation pages mentioned in the tag at the top, the only ones i found are     don't have time to look at them at the moment so will leave them here and will hopefully get back to them.  i also noticed several pages linked to multiple times, most often from within the history section, as far as i am aware this is incorrect and only the first instance should be tagged. also, there appears to be a higher than normal number of redirect pages linked.",10/09/2014 9:38
Talk:Consumer electronics,Internal links,have now removed tag template as does not seem appropriate to me.,10/09/2014 12:44
Talk:Consumer electronics,Internal links,"there were some left (identified with ) and i have fixed them. most of them would have resulted in further duplicate links within the section. i fixed quite a bit of duplicates, too. csjj104 is right about fixing those (). redirects, however, are just fine ().  ( |  | )",10/09/2014 13:15
Talk:Consumer electronics,Internal links,"i copied the content from about 1888 on from the german wiki, and i just linked whatever words were linked in that article, without checking where they went. --()",10/09/2014 13:27
Talk:Consumer electronics,Internal links," looks like a useful tool, thanks for mentioning it finnusertop )",10/09/2014 15:37
Talk:Consumer electronics,Source dump,"do with this what you will. just did a quick search of google news, books, scholar etc, and posted a lot of promising links to save you guys the trouble. )--",10/09/2014 15:41
Talk:Consumer electronics,Merge timeline,"the timeline part of the history section in this article seems like it does, or will eventually be duplicated with the  and i am proposing that we condense the timeline content in this article, put a {{tl|main}} tag on it, and merge it into the slightly broader . --()",11/09/2014 4:00
Talk:Consumer electronics,Merge timeline,'''support''' condensing it should also mean putting it in .  ( |  | ),11/09/2014 17:04
Talk:Consumer electronics,Merge timeline, '''support''' but i have some doubts about the qualtiy of the machine translation. the terminology needs to be checked line by line and then it all needs to be put into prose.--,11/09/2014 19:25
Talk:Consumer electronics,Merge timeline," support. i don't have a problem with the use of a condensed list format in the timeline for this article, as they're easy to read and obtain a general summary from. however, i also don't oppose a conversion to prose formatting, if anyone wants to perform this. a merge to timeline of electrical and electronic engineering is fine for the bulk of the content. it will definitely take some time and significant work to reformat content to fit the table at the merge target, though.",11/09/2014 23:11
Talk:Consumer electronics,Merge timeline,"'''support''' agreed, per above.",12/09/2014 2:43
Talk:Consumer electronics,Merge timeline,"a look at each item in both lists reveals a few date discrepancies discrepancy, invention of the triode and invention of the iconoscope, but otherwise both lists are completely different. if it wasn't the case that one was a table and the other in text form it would be an easy merge. --()",14/09/2014 5:24
Talk:Consumer electronics,Merge timeline,"{{outdent|2}} '''alternative to merge.''' we should move the material to  over at  instead of merging. there are three rationales for this 1) the material is unsourced and therefor better as reference material to help editors determine how to expand that article. 2) as  said, the source and target articles use different forms and as such a merger would take considerable effort. 3) there is a comment from february 2014 at the talkpage of  suggesting that that article is already out of scope and should be split; adding more material now would be unhelpful to that end.  ( |  | )",14/09/2014 19:07
Talk:Consumer electronics,Merge timeline,'''comment''' i am afraid the two lists don't exactly overlap each other and merging may cause loss of some information. i prefer to leave them as they are.,14/09/2014 19:45
Talk:Consumer electronics,Merge timeline,"would it be more appropriate to '''split''' this into ? i feel like the timeline it taking up 80% of the article, and detracting from the overall coverage of the subject. --()",15/09/2014 1:24
Talk:Consumer electronics,Merge timeline,"'''support split'''. this would work out better, and would become a valid, workable  of this article. struck the ""support"" in my comment above.",15/09/2014 1:38
Talk:Consumer electronics,Merge timeline,'''support''' splitting as what nickpenguin stated. the history section is a bit long and moving it to a separate article is ideal.,15/09/2014 20:41
Talk:Consumer electronics,Merge timeline,"according to  google ""translations"" aka google garble are worse than nothing. so i've commented out the machine translated part of the second section. the google garble in the first section has been edited many times, but still, it absolutely has to be reviewed by someone who speaks german. it's a technical text. another alternative would be to keep only the most obvious and important points and simply delete the rest. also, i will not be able to revise the whole thing in the near future. --",15/09/2014 5:57
Talk:Consumer electronics,Merge timeline,"yes, that was an error on my part. i really thought that the collaboration would be an exception to that rule, but the reality was it not. in hindsight it should have been translated bit by bit, so i apologize for that. --()",15/09/2014 13:57
Talk:Consumer electronics,Merge timeline,'''support split'''. but please make sure it has some sources so that it doesn't have to be nominated for deletion straight away.  ( |  | ),15/09/2014 15:12
Talk:Consumer electronics,Merge timeline,"that is a good point, without sources a new article would be deleted rather quickly. with that in mind, i am at a loss with what to do with this content, fact checking each item would be very time consuming. i am actually surprised it is permitted on dewiki, they are usually very strict about content. i would hate to remove potentially good content, but perhaps it is better gone? i am thinking about the advice . --()",15/09/2014 17:29
Talk:Consumer electronics,Merge timeline,"rather than deleting, it could be moved to an article talk page (my original ""alternative to merge""),  or moved to  namespace. the advantage of all these namespaces (talk, user, draft) other than article is that they don't have notability and source requirements.  ( |  | )",15/09/2014 22:29
Talk:Consumer electronics,Merge timeline,"in my experience, those are sometimes, but not always, soft deletions. however in this case, they would probably be preferable. i think the talk page or draft would be the best solution, userfying would likely cause the content to get lost. --()",15/09/2014 23:09
Talk:Consumer electronics,Merge timeline,"much of the article, and almost all the timeline, is generally about the history of electronics rather than specifically that of consumer goods. we have other articles on electronics, which are the right places for such matters.",20/09/2014 11:44
Talk:Consumer electronics,Merge timeline,'''support split''' - dumping all this into  is not going to improve that article. leaving it here constitutes an  issue. ~,23/09/2014 14:49
Talk:Consumer electronics,Merge timeline,"so, i moved it, and indeed it made that bad article even worse, while making this dreadful (and to my mind more important) one less bad.  questions of improving the other so it will be be only as bad as i found it, or beyond, can continue at .",28/09/2014 21:23
Talk:Consumer electronics,Start of history,seems to claim that consumer electronics started with the transistor.  (and our new lead from there) claims that the  was the first consumer electronics product. [ this] seems to support that contention. ~,23/09/2014 15:13
Talk:Consumer electronics,History of consumption,"the history section seems focused on the production of the electronic in devices, and does not seems to include much background on how consumers purchased, and how producers commercialised to them. also the introduction seems rather dense, and does seem to speak a lot about markets and historical timelines. it seems reasonable to move this down, and widen history to cover wider aspects of consuming media, information and entertainment via electronic devices. if you agree, would you suggest starting with the history or the introduction, and how should either be developed?",28/01/2021 14:54
Talk:Consumer electronics,"In this context, ""consumer"" is meaningless","this is a big problem, and i don't know how it can possibly be fixed because of its scope, but wikipedia is full of this word. ""consumer"" means ""one who consumes""{{snd}}and i have to wonder who's trying to ''consume'' (as in ''eat'') electronics. in these contexts, all that is really being communicated is ""it's something that people use""{{snd}}i.e. no useful information is being imparted. i have been trying my best to fix this but it's embedded too deep. see [  (and the entry below it, consumer). while this website is mostly talking about problems with the word related to software, it's not a term that we should be wanting to use to describe ourselves in the first place. personally, i prefer ""individual"", but i can understand why corporations wouldn't want us to be using a word like that...",1/03/2021 13:03
Talk:Consumer electronics,Wiki Education assignment HIST 463 Consumerism in Modern America,{{dashboard.wikiedu.org assignment | course  wikipediawiki_ed/university_of_oregon/hist_463_consumerism_in_modern_america_(fall) | assignments   | start_date  2023-09-28 | end_date  2023-12-15 }}  — assignment last updated by,30/11/2023 19:57
Talk:Cosmetic industry,Wiki Education Foundation-supported course assignment,"this article was the subject of a wiki education foundation-supported course assignment, between 14 january 2019 and 3 may 2019. further details are available . student editor(s) , , .  {{small|above undated message substituted from  by",17/01/2022 19:32
Talk:Cosmetic industry,Wiki Education Foundation-supported course assignment,"this article was the subject of a wiki education foundation-supported course assignment, between 4 october 2021 and 9 december 2021. further details are available . student editor(s) .  {{small|above undated message substituted from  by",17/01/2022 19:32
Talk:Cosmetic industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",13/08/2017 12:42
Talk:Cosmetic industry,Incorrect claim about US imports/exports,"""because the us dollar is so valuable to other countries around the world, it has become extremely expensive for most countries to import american beauty products and to export their own products to america.""  if the claim is that it's expensive for other countries to import us cosmetics because of exchange rate, then it should be especially attractive for the us to import those countries' products to the us, contrary to what the narrative currently asserts.",23/07/2019 3:02
Talk:Cosmetic industry,Canada cosmetics import/export statistics,"""canada accounts for an estimated 13.6% of imports and 19.9% of cosmetic exports in 2018.[3]""  reference [3] is www.ibisworld.com.au industry research reports, not to any specific report. i search all the reports for ""cosmetics"", and they all concerned australia. so the claim here about canada imports and exports needs a real citation. also, the section contains information about us imports/exports relating to mexico. mexico is of course not the same as canada, so it should be in a different section.",23/07/2019 3:07
Talk:Culture industry,Untitled,"this is a collision of the contents of this original page and a page entitled ""cultural industry"" which addressed the same topic. as a first step towards producing a merged page, i have completely recast the opening material and segued into a moderately coherent rump of the original material. feel free to pitch in and both simply the concepts and distill down the length.  for the record, the old page ""cultural industry"" now has a proposed different use and could also use your tlc. -",10/06/2005 19:06
Talk:Culture industry,Untitled,"i have now completed a review of the material relevant to culture industry. i have moved the residual rump to ""reverse psychology"" as a first step in redistributing the overlong and mixed topic material to more suitable venues. -",13/06/2005 11:04
Talk:Culture industry,Untitled,i have moved the element on astrology to the astrology pages. -,14/06/2005 5:42
Talk:Culture industry,Enjoyment,"''critics of the theory say that the products of mass culture would not be popular if people did not enjoy them''  why is this a critique of the theory of the culture industry? who has denied that people ''enjoy'' pop music or hollywood movies? adorno might call this enjoyment superficial or escapist, but he would not deny the obvious fact that it can only be succesful by enjoying its audience. i suggest a reformulation or removal of that ""critique"" --",28/03/2006 15:41
Talk:Culture industry,Enjoyment,"if the function of the culture industry is to produce popular content, this raises the issue of cause and effect. adorno posits that the popularity of the content is exploited to achieve the effect of passivity in the audience for political purposes. but an equally valid explanation is that, in a capitalist system, the drive to produce popular material satisfies purely commercial aims. as it stands, i see no problem with the spirit of the wording.",28/03/2006 16:17
Talk:Culture industry,Cultural industries?,"i'm not an expert here, but i'm trying to make links to . his article says he proposed an alternative to adorno and horkheimer's thesis which has been influential, known as , although that article seems to be unrelated. if anybody is knowledgeable enough, this should be mentioned here.",17/06/2010 16:38
Talk:Culture industry,Original research?,"the article states that the work was written in the early 1940s. yet the article contains an analysis of the 1970 movie ''patton''. no references for that analysis is provided, so the analysis appears to be original research. --",8/01/2017 19:33
Talk:Culture industry,Original research?,this appears to be the source [ not sure how relevant it is to the article.,15/12/2023 4:58
Talk:Drink industry,Incorrect redirection?,redirects here but is not mentioned anywhere on the page.  a quick search shows [//bevnet.com bevnet.com] is a media company?,3/02/2022 7:54
Talk:Electricity generation,Co-generation,i have replaced the link from co-generation to combined heat and power as a page co-generation does not exist. --,2/06/2004 8:03
Talk:Electricity generation,Co-generation,"i think the cogeneration section should be farther down the page, perhaps after environmental concerns.  cogeneration is a subtopic of electricity generation, but far less prominent of a topic than methods of generating electricity.  it may even be better to add a section and group cogeneration with other topics of a similar nature, such as a discussion of the various remediation techniques used at modern coal fired power plants.  these are both sort of 'add-ons' to the idea of electric generation but really don't have anything to do with the actual topic. thoughts?",27/04/2014 4:28
Talk:Electricity generation,Fuel cells,fuel cells should be included in the methods section.,6/05/2007 6:29
Talk:Electricity generation,Fuel cells, i believe fuel cells are more like a battery rather than a source of electricity.,6/05/2007 8:42
Talk:Electricity generation,Fuel cells, i think fuel cells and batteries both probably deserve a slot.,9/05/2007 22:13
Talk:Electricity generation,Fuel cells,"fuel cells are like batteries in that they convert chemical energy to electrical energy, but they are different because batteries rely on chemicals built into the cell, while fuel cells consume fuel provided by an external source. i could see fuel cells being included, because eventually they may have a role in commercial electric generation, but batteries have no potential for such use, due to their high cost. (in principle, rechargeable batteries could be used to store energy for use during times of high demand, or to replace solar and wind energy at night or when the wind is calm, but as far as i know, this is not done except in small installations that are not connected to the grid.) --",9/05/2007 23:09
Talk:Electricity generation,Fuel cells," [ world's largest utility battery system installed in alaska] ''""13,670 nickel-cadmium battery cells to generate up to 40 megawatts of power for about 7 minutes, or 27 megawatts of power for 15 minutes.""'' ie 6.75 mw for an hour, 0.28 mw for a day.  compare that to the 0.25 megawatt fuel cell installation mentioned above it, it's hydrogen must be generated somehow and at a substantial loss in the  of about 25% (h2o+electricity -> h2 -> h20+electricity) where as batteries range from .  batteries have their place, but i don't consider fuel cells nor batteries electricity generation technology.  they are both electricity storage technologies, one far more expensive and inefficient, that being fuel cells. --",10/05/2007 7:17
Talk:Electricity generation,Fuel cells,"sometimes fuel cell hydrogen is generated by water electrolysis, but fuel cells can and do use hydrocarbon fuels from a variety of sources. plus, some schemes use hydrogen extracted from hydrocarbon fuels rather than from water. i think drawing a line between ""storage"" and ""generation"" is pretty artificial anyway. by the storage criterion, i could argue that coal fired power plants should be excluded because they aren't generating electricity. the energy in coal was stored by plants 200 million years ago, after all. if you can hook a voltmeter up to it and the needle moves, it's generating electricity.",10/05/2007 17:26
Talk:Electricity generation,Fuel cells," perhaps you are right, both batteries and fuel cells do generate or produce electricity.  i do consider coal, oil, and natural gas stored solar energy, so strictly speaking the stars are the only energy generators in the universe.  all the more reason to use the most direct forms of solar energy (heat, pv, wind, hydro).  even the heavy atoms in nuclear fuels are solar byproducts.  having been burning fossil fuels so intensively for the last century we are in effect reversing the photosynthetic processes that occurred over the past hundreds of millennium, essentially reversing the time/age/balance of the earth natural systems, which seems like a pretty dangerous experiment to me.  anyway, i'm not sure if there's a point other than if a fuel cell section is added then i would also be inclined to add a battery section.  --",10/05/2007 18:35
Talk:Electricity generation,Fuel cells,"the lead paragraph of the article clearly indicates the article is about commercial electric generation, which would exclude off-grid small scale electric generation, such as generators in automobiles, batteries used in portable devices (e.g. ipods), etc. it might be useful to put links to articles about small-scale generation in the see also section, if there are any such articles.  considering the new information about use of batteries by a utility, i suppose that could go in this article. --",10/05/2007 18:40
Talk:Electricity generation,Fuel cells," batteries are just as commercial as power plants. duracell isn't giving them away after all. i get the sense that the original article was intended to be about utility power generation, but if the article was supposed to be about that, that's what it should have been called. if an article has a generic title like ""electricity generation,"" it should be about electricity generation in general, not just the particular type of electricity generation that the original contributor had in mind. when i wrote the ""other methods"" section i hadn't been thinking about fuel cells, but that doesn't necessarily imply that they shouldn't be in there. i think the important thing in the ""other methods"" is to point out that there are a lot of different technologies for generating electricity and to provide links to the various types for more information, along with some brief and broad description of their respective roles in the world.",10/05/2007 20:34
Talk:Electricity generation,Fuel cells,"mention of batteries and fuel cells do not belong in this article.  they are not methods of power generation, they are methods of chemical energy storage and transfer.  power generation is the transfer of mechanical energy to electromagnetic energy.",7/11/2007 0:19
Talk:Electricity generation,Fuel cells," i completely agree.  batteries don't generate electricity, they store electricity. --",2/09/2008 20:32
Talk:Electricity generation,The Image of the Combined Cycle Gas Plant,"it's a very high-resolution image of a bunch of very blurry lights at night.  really, what was the point of adding that image to the article?",7/11/2007 0:14
Talk:Electricity generation,Producers,"this graph has no source, it does not indicate units, and really says nothing at all.  it is poorly presented, justified and it should not be here unless it is complemented with the missing items.  1, 10, 100... what? percentage, mw, gw, what..??? --",28/11/2007 22:39
Talk:Electricity generation,Producers,"if you click on the graph, you will find a reference to   the units are twh, which are almost certainly terawatt hours. --",28/11/2007 22:50
Talk:Electricity generation,Producers,perhaps an additional explanation of the units being used would be useful information to associate with the picture. --,2/09/2008 20:34
Talk:Electricity generation,Producers,"why data on this page are so outdated. they come from 2008, while latest available are from 2015. world has changed since 2008, why not show data from 1998 or 1988 it is the same stone age in electricity generation world ?  — preceding ]",20/11/2016 19:02
Talk:Electricity generation,method efficiency,what is the efficiency of each of the methoods of producing electricity? (what precentage of the power source in mentioned is converted to elecrical power?)--,20/02/2008 12:25
Talk:Electricity generation,method efficiency," possibly a good addition to the article but is it meaningful to compare efficiencies between disparate sources?  and what do you mean by ""efficiency""? what are you wanting to learn from the answer?  saying that a solar panel is about 11% efficient at converting sunlight to electricity and a combined-cycle gas-turbine plant is 59% efficient at converting natural gas to electricity looks like information, but what really does it tell you? a hydro turbine may be 95% efficent at converting energy of falling water to electricity. i think it's only useful to compare efficiencies for the same primary energy source; then there's a correlation between efficiency and capital and operating costs. but you shouldn't compare apples and oranges, let alone apples and shiny round rocks. --",20/02/2008 14:50
Talk:Electricity generation,Orbiting Solar Panels,"in october 2007, the national security space office, part of the department of defense, and sharespace foundation and former astronaut buzz aldrin issued a report which said that the price of oil was now high enough for us to study putting solar panels in orbit around the earth to collect solar energy and beam it down to earth.  shouldn't this article have a section on this or some mention of this? rumjal",28/04/2008 20:46
Talk:Electricity generation,Orbiting Solar Panels,someone is going to study something is encyclopedic?  i don't think so.  perhaps the results of the study might be notable.,28/04/2008 23:01
Talk:Electricity generation,Orbiting Solar Panels,"the orbiting panels are far to speculative as is the ""beam down"" energy transfer. a link to the ""space ladder"" is in order where such projects have resonance and are put properly into their 20 year plus perspective.",29/04/2008 1:57
Talk:Electricity generation,Orbiting Solar Panels,"wikipedia already has a  article. the  article cannot cover every possible technology for generating electricity. even the individual sub-articles such as  and  get so long that we have to split them up too. however,  could use a  which would direct the reader to more details on the various technologies for generating electricity. the main drawback of solar power satellite technology is the enormous time and investment necessary before it could yield any power, when we already have plenty of unused  land and rooftops on which to install solar collectors much more quickly, and above all incrementally, with proven technology. there is almost always a huge difference between proven and unproven technologies. with a proven technology, the costs and time requirements are knowable with high confidence. with unproven technologies, the actual costs and time requirements may differ enormously from preliminary estimates. that's why private investors greatly prefer proven technologies, whereas only governments are typically able to gamble large sums on unproven technologies. time may become extremely important if the dire predictions of  proponents bear out (see for example the ) - e.g., once the full scale of the liquid fuel shortage becomes clear (in the worst-case scenario of petroleum depletion), civilization may lack the time and fossil energy resources necessary to mount a huge program of space power development. only options with rapid short-term energy payback will be feasible in such a scenario. --",29/08/2008 20:16
Talk:Electricity generation,Reference in caption,"i agree with the recent deletion of a statement from a caption, together with the citation, because the citation did not say anything about coal being clean and cheap.  claimed in an edit summary that citations should go in the text, not the caption. i disagree with that, and if it had been the only reason for removing the statement, it would have been insufficient. --",24/07/2008 20:56
Talk:Electricity generation,Reference in caption,"the statement seemed to me to be not npov and a promo for coal.  i understand why you deleted it.  there might be some truth in it, though, that might be worth of preserving.  if coal is a cheap source (or cheapest) it would be worth putting that back in the caption.  but i'd like to see a citation for it.  i never really thought about references in captions.  thinking about it now, it seems to me something to avoid if possible, but tolerable.",26/07/2008 15:47
Talk:Electricity generation,Tesla's Methods,"it is reported that much of tesla's research centered around the generation or ""capture"" of electricity from sources existing naturally around us.  should these be added to the article? -",4/06/2010 19:49
Talk:Electricity generation,Tesla's Methods," it didn't, so please cite your sources. tesla claimed a lot about ''transmission'', relatively little about generation.",4/06/2010 20:17
Talk:Electricity generation,Billion - replace with SI multiplier.,"the article uses the multiplier ""billion"". unfortunately this is not a standard multiplier and may be confusing since the us and the uk have used different values for the multiplier billion. it would be good if the multipliers were replaced with unambiguous si multipliers such as giga or tera.  worryingly the article seems to be using the old british value of 10^12 for billion and not the currently accepted 10^9 which has i understand always been used in the us and is now i believe the most widely accepted in the uk.  i would  change it myself however the figures that use the billion multiplier are not sourced and i cannot be sure what the true values are and i am not a subject expert.",7/11/2010 22:00
Talk:Electricity generation,energy production,"hi, if we agree that the low of conservation of energy is correct then the terminology of 'generation' for energy might be misleading. after all nobody generates energy, only changes its form from one type to another.  — preceding ] • )",29/10/2011 9:44
Talk:Electricity generation,energy production,"/span>   if you want to create a campaign to make the english language consistent with the theories of physics, go ahead. once you have accomplished your goal, report back here and we will edit our articles to reflect the new version of english. but wikipedia follows the existing english language, it doesn't try to change it.",29/10/2011 14:16
Talk:Electricity generation,Requested move 11 January 2017,''the following is a closed discussion of a . '''please do not modify it.''' subsequent comments should be made in a new section on the talk page. editors desiring to contest the closing decision should consider a . no further edits should be made to this section. ''  the result of the move request was '''not moved'''. there is no consensus to rename this per the request. {{rmnac|x}} --,19/01/2017 7:27
Talk:Electricity generation,Requested move 11 January 2017,----    → {{no redirect|electric power generation}} – electricity has a wide range of definitions and is not the topic of this article. instead the topic is electric power generation. this is a subtle point because electricity is often used interchangeably with electric power.,11/01/2017 11:07
Talk:Electricity generation,Requested move 11 January 2017,"article currently focused on electric power generation, so the change seems reasonable. what outcome is intended for the original title? redirect? • • •  ",11/01/2017 12:35
Talk:Electricity generation,Requested move 11 January 2017,yes redirect and tweak the article a bit to reflect the title change.,11/01/2017 13:06
Talk:Electricity generation,Requested move 11 January 2017,"'''oppose''', as the article includes a section on ""static electricity"" that nom did not mention.",12/01/2017 3:15
Talk:Electricity generation,Requested move 11 January 2017,"'''comment''' the phrase 'electricity generation' is widely used and means the same as 'electric power generation'. the noms reason seems therefore to be invalid. still, the fact that they mean the same, means it could be changed. otoh, i'm unable to find good evidence that epg is more common to change it per wpcommon, they seem to be used about the same amount.",12/01/2017 3:54
Talk:Electricity generation,Requested move 11 January 2017,"'''oppose'''. i can see nom's point, but english is not that logical... if it were we'd call it ''electrical energy generation'' rather than '''' as proposed. we  even when not 100% logical.",19/01/2017 3:48
Talk:Electricity generation,Merger proposal,i propose merging  into  because then it will be less work to keep them up to date as there will be less duplication.,25/11/2021 16:24
Talk:Electricity generation,Merger proposal, '''support''' there is no need for a separate article. --,25/11/2021 16:46
Talk:Electricity generation,Merger proposal, '''support''' looks good. massive duplication.  (),25/11/2021 17:09
Talk:Electricity generation,Merger proposal, '''support''' per chidgk1 nomination. —,25/11/2021 19:21
Talk:Electricity generation,Merger proposal,merged - will do some basic tidying but leave plenty for you guys,26/11/2021 16:14
Talk:Electricity generation,Audition,"i added the following sentence to lead, mostly as an audition   there are also exotic and speculative methods to recover energy, such as proposed fusion reactor designs which aim to directly extract energy from intense magnetic fields generated by fast-moving charged particles generated by the fusion reaction (see magnetohydrodynamics).   given the global stakes involved for the current and future generation, i don't think this is a lead that should ruthlessly prioritize thinking inside the box, solely in terms of long established technologies.  there's a certain innate tendency of encyclopedias to be backward looking (all the better to cite you with) and this form of authority is often warranted.  however, in this case, the future mode of electric power generation on planet earth is the wild west right now (or should be), and so perhaps we should keep the open box front and center, even if it's so far but a tender, unlikely shoot sired by a  and [ raisin-eating porcupines].  just a thought. —",4/10/2022 14:42
Talk:Electronics industry,External links modified,"hello fellow wikipedians,  i have just modified {{plural1|one external link|1 external links}} on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to   when you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|sourcecheck}}).  {{sourcecheck|checkedtrue}} {{done|",26/12/2016 3:39
Talk:Electronics industry,External links modified,}  cheers.—,22/12/2016 8:32
Talk:Electronics industry,Cars,hffffœ,16/01/2022 21:08
Talk:Energy industry,Merge with [[Energy and society]],"these two articles discuss the same topic. all of the sections on the  article are subtopics of the energy industry energy economics, environmental impact of the energy industry, energy demand management, energy policy, energy security, energy transportation, energy crises, and energy consumption. to have  and  as two separate articles runs the risk of contributing to a . furthermore, ""energy and society"" is an ambiguous title that could refer to any number of different things; this ambiguity leaves the article open to become a non-encyclopedic  of  and  that lists out anything that relates to both. as such, the  article should be merged here.",31/05/2011 16:22
Talk:Energy industry,Proposal for splitting into two articles [[Energy and society]] and [[Energy industry]],hello. i am really not ease with the current merge of  and  as they are completely different topics. i would suggest a totally new article for  based on recent advances of research on this field. what do you think?,11/08/2011 10:53
Talk:Energy industry,External links modified,"hello fellow wikipedians,  i have just modified 2 external links on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to  added archive  to   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",17/09/2017 9:14
Talk:Energy industry,External links modified,"hello fellow wikipedians,  i have just modified 3 external links on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to  added archive  to  added archive  to   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",21/09/2017 2:30
Talk:Entertainment,External links modified,"hello fellow wikipedians,  i have just modified 2 external links on . please take a moment to review [ my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit  for additional information. i made the following changes added archive  to  added archive  to   when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checkedfalse|needhelp}}  cheers.—",21/09/2017 16:14
Talk:Entertainment,A Commons file used on this page or its Wikidata item has been nominated for deletion,the following wikimedia commons file used on this page or its wikidata item has been nominated for deletion   participate in the deletion discussion at the . —,17/09/2021 11:53
Talk:Film industry,This article,this article is basically about the hollywood film industry. shouldn't it be re-titled to reflect that?,10/06/2005 10:49
Talk:Film industry,This article," not only that, it's only about hollywood, with no mention of independent films.",4/09/2005 2:02
Talk:Film industry,Cleanup needed,"this page is very, very difficult to extract information from for several reasons  the ""history of film"" section is far too long, and duplicates (and in some cases even goes beyond the scope of) .  the discussion of the actual film industry starts in the section ""the motion picture industry"" which comes about half way into the article!  the ""film crew"" section is far too long, and duplicates . ''i've been working on the  page and if no one objects, i'd like to remove the redundant entries on this page. i'll leave a re-direct.''--oldcommentator",8/03/2006 3:41
Talk:Film industry,Cleanup needed," ""independent filmmaking"" should either be a sub-section of ""the motion picture industry"" or immediately follow it.  ""development of film technology"" overlaps ""history of film"". the two sections should be merged.  ""endurance of films"" is not about the film industry. there are other parts of this article as well that seem to belong to a  article, rather than an article about the industry. ''agreed.''--oldcommentator",8/03/2006 3:41
Talk:Film industry,Cleanup needed,"i'll add appropriate merge tags, but there's more work than that needed. i hope that others will comment. -",6/03/2006 16:24
Talk:Film industry,Cleanup needed,"i reverted the page to an old version, since the next edit involved an anon cutting and pasting the articles on ,  etc. here to replace the previous content, resulting in a page that wasn't really about film industry. if you miss the old version, just look at the film article or the articles linked from its sections. -",9/03/2006 21:26
Talk:Film industry,Cleanup needed,"holy moley! ok, well i'll start putting back some of that information. while i would agree that the person who pasted in other articles was not doing the article a service, much of the information pasted in was valuable stuff that later edits expanded on. simply reverting 3 months of work seems... a bit odd for an admin. -",9/03/2006 22:10
Talk:Film industry,Cleanup needed,"the problem is, that the changes that were done to this article were done to sections that didn't belong to it in the first place. any changes made were on parts of other articles, and tracking down the specific changes is very hard and not very fruitful, considering that the other articles have seen significant changes since, and pinpointing where the differences belong is probably more time consuming than actually reading through the articles themselves. furthermore, since the changes were made to make this article more about film industry (instead of unrelated things related to film), it included cutting things that really didn't belong here, but are suited for the specific articles where the original text was cut from. the actual part about film industry (the section 'motion picture industry') had remained unchanged as far as i could tell. -",9/03/2006 23:44
Talk:Film industry,FIVE COUNTRIES?,why is this article about these specific countries?  cameroon?  really?  here are some other countries that have a film industry almost all of them. ],5/03/2009 8:14
Talk:Film industry,FIVE COUNTRIES?,"/span>  ok, i started to flesh out the article a little more by adding more countries that produce movies.  —preceding ]",6/03/2009 14:15
Talk:Film industry,FIVE COUNTRIES?,"/span>  nevermind, it was reverted.  i guess no other countries make movies.  —preceding ]",6/03/2009 14:17
Talk:Film industry,FIVE COUNTRIES?,"/span>  i removed cameroon. reasons 1) it's not a major player, and there are many countries with larger film industries. if someone were interested in writing an article on cameroon film industry, it would be more suitable to actually write a ""cinema in cameroon"" article, which doesn't even exist, and 2) it was a complete mess. i also removed the section on ""networking"" in the united states section, which really didn't belong.  —preceding ] • )",31/03/2009 5:31
Talk:Film industry,FIVE COUNTRIES?,"/span>  i think we need to get rid of more countries. pakistan and nigeria? really? wait, why does this articles even exist? we should cut it up and integrate it to other more important articles...",20/07/2010 16:28
Talk:Film industry,Indian Film Industry,"in this article, it is claimed that hollywood came before any other but it is said that bollywood actually came 11 years before hollywood. bollywood’s first production was an 1899 short film, whereas hollywood’s first movie came out in 1910. so... —preceding ]",11/04/2011 11:51
Talk:Film industry,"replace the word ""Industry""","is it possible to replace the word ""industry"" with maybe ""business"" or ""branch"" or ""trade"" or something? also see e.g.",17/03/2014 13:15
