title,subtopic,relevant_content,discussion_date
Talk:Consumer electronics,Merge timeline,:'''comment''' i am afraid the two lists don't exactly overlap each other and merging may cause loss of some information. i prefer to leave them as they are. [[user:nedim ardoğa|nedim ardoğa]] ([[user talk:nedim ardoğa|talk]]),"19:45, 14 september 2014"
Talk:Consumer electronics,Merge timeline,"::would it be more appropriate to '''split''' this into [[timeline of consumer electronics]]? i feel like the timeline it taking up 80% of the article, and detracting from the overall coverage of the subject. --[[user:nickpenguin|nick]][[user talk:nickpenguin|penguin]]([[special:contributions/nickpenguin|'''contribs''']])","01:24, 15 september 2014"
Talk:Consumer electronics,Merge timeline,"::*'''support split'''. this would work out better, and would become a valid, workable [[wp:spinout]] of this article. struck the ""support"" in my comment above. [[user:northamerica1000|northamerica]][[user_talk:northamerica1000|1000]]","01:38, 15 september 2014"
Talk:Consumer electronics,Merge timeline,:::'''support''' splitting as what nickpenguin stated. the history section is a bit long and moving it to a separate article is ideal. [[user:eurocargt|'''///euro''''''car''']][[user talk:eurocargt|'''gt''']],"20:41, 15 september 2014"
Talk:Consumer electronics,Merge timeline,"according to [[wikipedia:translation]] google ""translations"" aka google garble are worse than nothing. so i've commented out the machine translated part of the second section. the google garble in the first section has been edited many times, but still, it absolutely has to be reviewed by someone who speaks german. it's a technical text. another alternative would be to keep only the most obvious and important points and simply delete the rest. also, i will not be able to revise the whole thing in the near future. --[[user:melody lavender|melody lavender]] ([[user talk:melody lavender|talk]])","05:57, 15 september 2014"
Talk:Consumer electronics,Merge timeline,":yes, that was an error on my part. i really thought that the collaboration would be an exception to that rule, but the reality was it not. in hindsight it should have been translated bit by bit, so i apologize for that. --[[user:nickpenguin|nick]][[user talk:nickpenguin|penguin]]([[special:contributions/nickpenguin|'''contribs''']])","13:57, 15 september 2014"
Talk:Consumer electronics,Merge timeline,:::'''support split'''. but please make sure it has some sources so that it doesn't have to be nominated for deletion straight away. [[user:finnusertop|finnusertop]] ([[user_talk:finnusertop|talk]] | [[user:finnusertop/guestbook|guestbook]] | [[user:finnusertop/contributions|contribs]]),"15:12, 15 september 2014"
Talk:Consumer electronics,Merge timeline,"::::that is a good point, without sources a new article would be deleted rather quickly. with that in mind, i am at a loss with what to do with this content, fact checking each item would be very time consuming. i am actually surprised it is permitted on dewiki, they are usually very strict about content. i would hate to remove potentially good content, but perhaps it is better gone? i am thinking about the advice [[wikipedia:article_size#breaking_out_an_unwanted_section|contained here]]. --[[user:nickpenguin|nick]][[user talk:nickpenguin|penguin]]([[special:contributions/nickpenguin|'''contribs''']])","17:29, 15 september 2014"
Talk:Consumer electronics,Merge timeline,":::::rather than deleting, it could be moved to an article talk page (my original ""alternative to merge""), [[wikipedia:userfication|userified]] or moved to [[wikipedia:drafts|draft]] namespace. the advantage of all these namespaces (talk, user, draft) other than article is that they don't have notability and source requirements. [[user:finnusertop|finnusertop]] ([[user_talk:finnusertop|talk]] | [[user:finnusertop/guestbook|guestbook]] | [[user:finnusertop/contributions|contribs]])","22:29, 15 september 2014"
Talk:Consumer electronics,Merge timeline,"::::::in my experience, those are sometimes, but not always, soft deletions. however in this case, they would probably be preferable. i think the talk page or draft would be the best solution, userfying would likely cause the content to get lost. --[[user:nickpenguin|nick]][[user talk:nickpenguin|penguin]]([[special:contributions/nickpenguin|'''contribs''']])","23:09, 15 september 2014"
Talk:Consumer electronics,Merge timeline,":::::much of the article, and almost all the timeline, is generally about the history of electronics rather than specifically that of consumer goods. we have other articles on electronics, which are the right places for such matters. [[user:jim.henderson|jim.henderson]] ([[user talk:jim.henderson|talk]])","11:44, 20 september 2014"
Talk:Consumer electronics,Merge timeline,:::'''support split''' - dumping all this into [[timeline of electrical and electronic engineering]] is not going to improve that article. leaving it here constitutes an [[wp:undue]] issue. ~[[user talk:kvng|kvng]],"14:49, 23 september 2014"
Talk:Consumer electronics,Merge timeline,"::so, i moved it, and indeed it made that bad article even worse, while making this dreadful (and to my mind more important) one less bad.  questions of improving the other so it will be be only as bad as i found it, or beyond, can continue at [[talk:timeline of electrical and electronic engineering]].  [[user:jim.henderson|jim.henderson]] ([[user talk:jim.henderson|talk]])","21:23, 28 september 2014"
Talk:Consumer electronics,Start of history,[[consumer_electronics#history]] seems to claim that consumer electronics started with the transistor. [[electronics industry]] (and our new lead from there) claims that the [[receiver (radio)]] was the first consumer electronics product. [http://encyclopedia.jrank.org/articles/pages/6483/consumer-electronics.html this] seems to support that contention. ~[[user talk:kvng|kvng]],"15:13, 23 september 2014"
Talk:Consumer electronics,History of consumption,"the history section seems focused on the production of the electronic in devices, and does not seems to include much background on how consumers purchased, and how producers commercialised to them. also the introduction seems rather dense, and does seem to speak a lot about markets and historical timelines. it seems reasonable to move this down, and widen history to cover wider aspects of consuming media, information and entertainment via electronic devices. if you agree, would you suggest starting with the history or the introduction, and how should either be developed? [[user:artemgy|artemgy]] ([[user talk:artemgy|talk]])","14:54, 28 january 2021"
Talk:Consumer electronics,"In this context, ""consumer"" is meaningless","this is a big problem, and i don't know how it can possibly be fixed because of its scope, but wikipedia is full of this word. ""consumer"" means ""one who consumes""{{snd}}and i have to wonder who's trying to ''consume'' (as in ''eat'') electronics. in these contexts, all that is really being communicated is ""it's something that people use""{{snd}}i.e. no useful information is being imparted. i have been trying my best to fix this but it's embedded too deep. see [https://www.gnu.org/philosophy/words-to-avoid.html#consume https://www.gnu.org/philosophy/words-to-avoid.html#consume] (and the entry below it, consumer). while this website is mostly talking about problems with the word related to software, it's not a term that we should be wanting to use to describe ourselves in the first place. personally, i prefer ""individual"", but i can understand why corporations wouldn't want us to be using a word like that... [[user:desertpipeline|desertpipeline]] ([[user talk:desertpipeline|talk]])","13:03, 1 march 2021"
Talk:Consumer electronics,Wiki Education assignment: HIST 463 Consumerism in Modern America,{{dashboard.wikiedu.org assignment | course = wikipedia:wiki_ed/university_of_oregon/hist_463_consumerism_in_modern_america_(fall) | assignments = [[user:alex winetrout|alex winetrout]] | start_date = 2023-09-28 | end_date = 2023-12-15 }}  — assignment last updated by [[user:heinzam|heinzam]] ([[user talk:heinzam|talk]]),"19:57, 30 november 2023"
Talk:Cosmetic industry,Wiki Education Foundation-supported course assignment,"[[file:sciences humaines.svg|40px]] this article was the subject of a wiki education foundation-supported course assignment, between 14 january 2019 and 3 may 2019. further details are available [[wikipedia:wiki_ed/loyola_marymount_university/race,_gender,_and_sexuality_in_contemporary_society_section_02_(spring_2019)|on the course page]]. student editor(s): [[user:tkella47|tkella47]], [[user:thejustinw|thejustinw]], [[user:nicoledibi|nicoledibi]].  {{small|above undated message substituted from [[template:dashboard.wikiedu.org assignment]] by [[user:primebot|primebot]] ([[user talk:primebot|talk]])","19:32, 17 january 2022"
Talk:Cosmetic industry,Wiki Education Foundation-supported course assignment,"[[file:sciences humaines.svg|40px]] this article was the subject of a wiki education foundation-supported course assignment, between 4 october 2021 and 9 december 2021. further details are available [[wikipedia:wiki_ed/new_york_university/research_process_and_methodology_-_rpm_fa_2021_-_masy1-gc_1260_101_thu_(fall_2021)|on the course page]]. student editor(s): [[user:wikisun1952|wikisun1952]].  {{small|above undated message substituted from [[template:dashboard.wikiedu.org assignment]] by [[user:primebot|primebot]] ([[user talk:primebot|talk]])","19:32, 17 january 2022"
Talk:Cosmetic industry,External links modified,"hello fellow wikipedians,  i have just modified one external link on [[cosmetic industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=795314321 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20100908122058/http://www.german-business-portal.info/gbp/navigation/en/business-location/manufacturing%20industries/cosmetics-industry%2cdid%3d326082.html to http://www.german-business-portal.info/gbp/navigation/en/business-location/manufacturing%20industries/cosmetics-industry%2cdid%3d326082.html  when you have finished reviewing my changes, you may follow the instructions on the template below to fix any issues with the urls.  {{sourcecheck|checked=false|needhelp=}}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]])","12:42, 13 august 2017"
Talk:Cosmetic industry,Incorrect claim about US imports/exports,"""because the us dollar is so valuable to other countries around the world, it has become extremely expensive for most countries to import american beauty products and to export their own products to america.""  if the claim is that it's expensive for other countries to import us cosmetics because of exchange rate, then it should be especially attractive for the us to import those countries' products to the us, contrary to what the narrative currently asserts. [[user:gwideman|gwideman]] ([[user talk:gwideman|talk]])","03:02, 23 july 2019"
Talk:Cosmetic industry,Canada cosmetics import/export statistics,"""canada accounts for an estimated 13.6% of imports and 19.9% of cosmetic exports in 2018.[3]""  reference [3] is www.ibisworld.com.au industry research reports, not to any specific report. i search all the reports for ""cosmetics"", and they all concerned australia. so the claim here about canada imports and exports needs a real citation. also, the section contains information about us imports/exports relating to mexico. mexico is of course not the same as canada, so it should be in a different section. [[user:gwideman|gwideman]] ([[user talk:gwideman|talk]])","03:07, 23 july 2019"
Talk:Culture industry,Untitled,"this is a collision of the contents of this original page and a page entitled ""cultural industry"" which addressed the same topic. as a first step towards producing a merged page, i have completely recast the opening material and segued into a moderately coherent rump of the original material. feel free to pitch in and both simply the concepts and distill down the length.  for the record, the old page ""cultural industry"" now has a proposed different use and could also use your tlc. -[[user:david91|david91]]","19:06, 10 jun 2005"
Talk:Culture industry,Untitled,"i have now completed a review of the material relevant to culture industry. i have moved the residual rump to ""reverse psychology"" as a first step in redistributing the overlong and mixed topic material to more suitable venues. -[[user:david91|david91]]","11:04, 13 jun 2005"
Talk:Culture industry,Untitled,i have moved the element on astrology to the astrology pages. -[[user:david91|david91]],"05:42, 14 jun 2005"
Talk:Culture industry,Enjoyment,"''critics of the theory say that the products of mass culture would not be popular if people did not enjoy them''  why is this a critique of the theory of the culture industry? who has denied that people ''enjoy'' pop music or hollywood movies? adorno might call this enjoyment superficial or escapist, but he would not deny the obvious fact that it can only be succesful by enjoying its audience. i suggest a reformulation or removal of that ""critique"" --[[user:sangild|sangild]]","15:41, 28 march 2006"
Talk:Culture industry,Enjoyment,":if the function of the culture industry is to produce popular content, this raises the issue of cause and effect. adorno posits that the popularity of the content is exploited to achieve the effect of passivity in the audience for political purposes. but an equally valid explanation is that, in a capitalist system, the drive to produce popular material satisfies purely commercial aims. as it stands, i see no problem with the spirit of the wording. [[user:david91|david91]]","16:17, 28 march 2006"
Talk:Culture industry,Cultural industries?,"i'm not an expert here, but i'm trying to make links to [[bernard miège]]. his article says he proposed an alternative to adorno and horkheimer's thesis which has been influential, known as [[cultural industries]], although that article seems to be unrelated. if anybody is knowledgeable enough, this should be mentioned here. [[user:rigadoun|rigadoun ]] [[user_talk:rigadoun|(talk)]]","16:38, 17 june 2010"
Talk:Culture industry,Original research?,"the article states that the work was written in the early 1940s. yet the article contains an analysis of the 1970 movie ''patton''. no references for that analysis is provided, so the analysis appears to be original research. --[[user:zahzuhzaz|zahzuhzaz]] ([[user talk:zahzuhzaz|talk]])","19:33, 8 january 2017"
Talk:Culture industry,Original research?,:this appears to be the source [https://scholarworks.umass.edu/cgi/viewcontent.cgi?article=1060&context=cpo]. not sure how relevant it is to the article. [[special:contributions/220.235.252.149|220.235.252.149]] ([[user talk:220.235.252.149|talk]]),"04:58, 15 december 2023"
Talk:Drink industry,Incorrect redirection?,[[bevnet]] redirects here but is not mentioned anywhere on the page.  a quick search shows [//bevnet.com bevnet.com] is a media company?  [[user:theodoreyou|theodoreyou]] ([[user talk:theodoreyou|talk]]),"07:54, 3 february 2022"
Talk:Electricity generation,Co-generation,i have replaced the link from co-generation to combined heat and power as a page co-generation does not exist. --[[user:onurb|onurb]],"08:03, 2 jun 2004"
Talk:Electricity generation,Co-generation,"i think the cogeneration section should be farther down the page, perhaps after environmental concerns.  cogeneration is a subtopic of electricity generation, but far less prominent of a topic than methods of generating electricity.  it may even be better to add a section and group cogeneration with other topics of a similar nature, such as a discussion of the various remediation techniques used at modern coal fired power plants.  these are both sort of 'add-ons' to the idea of electric generation but really don't have anything to do with the actual topic. thoughts?  [[user:alexmead|alexmead]] ([[user talk:alexmead|talk]])","04:28, 27 april 2014"
Talk:Electricity generation,What is the point of making the pie chart so small?,[[user:daniel.cardenas|daniel.cardenas]],"16:16, 27 march 2007"
Talk:Electricity generation,Fuel cells,fuel cells should be included in the methods section. [[user:chulleman|chulleman]],"06:29, 6 may 2007"
Talk:Electricity generation,Fuel cells,: i believe fuel cells are more like a battery rather than a source of electricity. [[user:daniel.cardenas|daniel.cardenas]],"08:42, 6 may 2007"
Talk:Electricity generation,Fuel cells,:: i think fuel cells and batteries both probably deserve a slot. [[user:tarchon|tarchon]],"22:13, 9 may 2007"
Talk:Electricity generation,Fuel cells,":::fuel cells are like batteries in that they convert chemical energy to electrical energy, but they are different because batteries rely on chemicals built into the cell, while fuel cells consume fuel provided by an external source. i could see fuel cells being included, because eventually they may have a role in commercial electric generation, but batteries have no potential for such use, due to their high cost. (in principle, rechargeable batteries could be used to store energy for use during times of high demand, or to replace solar and wind energy at night or when the wind is calm, but as far as i know, this is not done except in small installations that are not connected to the grid.) --[[user:gerry ashton|gerry ashton]]","23:09, 9 may 2007"
Talk:Electricity generation,Fuel cells,":::: [http://www.eere.energy.gov/news/archive.cfm/pubdate=%7bd%20'2003-09-24'%7d#6490 world's largest utility battery system installed in alaska] ''""13,670 nickel-cadmium battery cells to generate up to 40 megawatts of power for about 7 minutes, or 27 megawatts of power for 15 minutes.""'' ie: 6.75 mw for an hour, 0.28 mw for a day.  compare that to the 0.25 megawatt fuel cell installation mentioned above it, it's hydrogen must be generated somehow and at a substantial loss in the [[fuel_cell#efficiency|cyclic efficiency]] of about 25% (h2o+electricity -> h2 -> h20+electricity) where as batteries range from [[battery_%28electricity%29#conversion_to_energy|66% to 99%]].  batteries have their place, but i don't consider fuel cells nor batteries electricity generation technology.  they are both electricity storage technologies, one far more expensive and inefficient, that being fuel cells. --[[user:d0li0|d0li0]]","07:17, 10 may 2007"
Talk:Electricity generation,Fuel cells,"sometimes fuel cell hydrogen is generated by water electrolysis, but fuel cells can and do use hydrocarbon fuels from a variety of sources. plus, some schemes use hydrogen extracted from hydrocarbon fuels rather than from water. i think drawing a line between ""storage"" and ""generation"" is pretty artificial anyway. by the storage criterion, i could argue that coal fired power plants should be excluded because they aren't generating electricity. the energy in coal was stored by plants 200 million years ago, after all. if you can hook a voltmeter up to it and the needle moves, it's generating electricity. [[user:tarchon|tarchon]]","17:26, 10 may 2007"
Talk:Electricity generation,Fuel cells,": perhaps you are right, both batteries and fuel cells do generate or produce electricity.  i do consider coal, oil, and natural gas stored solar energy, so strictly speaking the stars are the only energy generators in the universe.  all the more reason to use the most direct forms of solar energy (heat, pv, wind, hydro).  even the heavy atoms in nuclear fuels are solar byproducts.  having been burning fossil fuels so intensively for the last century we are in effect reversing the photosynthetic processes that occurred over the past hundreds of millennium, essentially reversing the time/age/balance of the earth natural systems, which seems like a pretty dangerous experiment to me.  anyway, i'm not sure if there's a point other than if a fuel cell section is added then i would also be inclined to add a battery section.  --[[user:d0li0|d0li0]]","18:35, 10 may 2007"
Talk:Electricity generation,Fuel cells,"::the lead paragraph of the article clearly indicates the article is about commercial electric generation, which would exclude off-grid small scale electric generation, such as generators in automobiles, batteries used in portable devices (e.g. ipods), etc. it might be useful to put links to articles about small-scale generation in the see also section, if there are any such articles.  ::considering the new information about use of batteries by a utility, i suppose that could go in this article. --[[user:gerry ashton|gerry ashton]]","18:40, 10 may 2007"
Talk:Electricity generation,Fuel cells,"::: batteries are just as commercial as power plants. duracell isn't giving them away after all. i get the sense that the original article was intended to be about utility power generation, but if the article was supposed to be about that, that's what it should have been called. if an article has a generic title like ""electricity generation,"" it should be about electricity generation in general, not just the particular type of electricity generation that the original contributor had in mind. when i wrote the ""other methods"" section i hadn't been thinking about fuel cells, but that doesn't necessarily imply that they shouldn't be in there. i think the important thing in the ""other methods"" is to point out that there are a lot of different technologies for generating electricity and to provide links to the various types for more information, along with some brief and broad description of their respective roles in the world. [[user:tarchon|tarchon]]","20:34, 10 may 2007"
Talk:Electricity generation,Fuel cells,"mention of batteries and fuel cells do not belong in this article.  they are not methods of power generation, they are methods of chemical energy storage and transfer.  power generation is the transfer of mechanical energy to electromagnetic energy.  [[user:kyuzogator|kyuzogator]]","00:19, 7 november 2007"
Talk:Electricity generation,Fuel cells,":: i completely agree.  batteries don't generate electricity, they store electricity. --[[user:charlesreid1|charlesreid1]] ([[user talk:charlesreid1|talk]])","20:32, 2 september 2008"
Talk:Electricity generation,The Image of the Combined Cycle Gas Plant,"it's a very high-resolution image of a bunch of very blurry lights at night.  really, what was the point of adding that image to the article? [[user:kyuzogator|kyuzogator]]","00:14, 7 november 2007"
Talk:Electricity generation,Producers,"this graph has no source, it does not indicate units, and really says nothing at all.  it is poorly presented, justified and it should not be here unless it is complemented with the missing items.  1, 10, 100... what? percentage, mw, gw, what..??? --[[user:orgoca|orgoca]] ([[user talk:orgoca|talk]])","22:39, 28 november 2007"
Talk:Electricity generation,Producers,":if you click on the graph, you will find a reference to http://www.eia.doe.gov/emeu/international/electricitygeneration.html  :the units are twh, which are almost certainly terawatt hours. --[[user:gerry ashton|gerry ashton]] ([[user talk:gerry ashton|talk]])","22:50, 28 november 2007"
Talk:Electricity generation,Producers,::perhaps an additional explanation of the units being used would be useful information to associate with the picture. --[[user:charlesreid1|charlesreid1]] ([[user talk:charlesreid1|talk]]),"20:34, 2 september 2008"
Talk:Electricity generation,Producers,"why data on this page are so outdated. they come from 2008, while latest available are from 2015. world has changed since 2008, why not show data from 1998 or 1988 it is the same stone age in electricity generation world ?  — preceding [[wikipedia:signatures|unsigned]] comment added by [[special:contributions/80.110.34.112|80.110.34.112]] ([[user talk:80.110.34.112#top|talk]])","19:02, 20 november 2016"
Talk:Electricity generation,method efficiency,what is the efficiency of each of the methoods of producing electricity? (what precentage of the power source in mentioned is converted to elecrical power?)--[[special:contributions/217.132.238.135|217.132.238.135]] ([[user talk:217.132.238.135|talk]]),"12:25, 20 february 2008"
Talk:Electricity generation,method efficiency,": possibly a good addition to the article but is it meaningful to compare efficiencies between disparate sources?  and what do you mean by ""efficiency""? what are you wanting to learn from the answer?  saying that a solar panel is about 11% efficient at converting sunlight to electricity and a combined-cycle gas-turbine plant is 59% efficient at converting natural gas to electricity looks like information, but what really does it tell you? a hydro turbine may be 95% efficent at converting energy of falling water to electricity. i think it's only useful to compare efficiencies for the same primary energy source; then there's a correlation between efficiency and capital and operating costs. but you shouldn't compare apples and oranges, let alone apples and shiny round rocks. --[[user:wtshymanski|wtshymanski]] ([[user talk:wtshymanski|talk]])","14:50, 20 february 2008"
Talk:Electricity generation,Orbiting Solar Panels,"in october 2007, the national security space office, part of the department of defense, and sharespace foundation and former astronaut buzz aldrin issued a report which said that the price of oil was now high enough for us to study putting solar panels in orbit around the earth to collect solar energy and beam it down to earth.  shouldn't this article have a section on this or some mention of this? rumjal","20:46, 28 april 2008"
Talk:Electricity generation,Orbiting Solar Panels,:someone is going to study something is encyclopedic?  i don't think so.  perhaps the results of the study might be notable. [[user:daniel.cardenas|daniel.cardenas]] ([[user talk:daniel.cardenas|talk]]),"23:01, 28 april 2008"
Talk:Electricity generation,Orbiting Solar Panels,:[[user:attoman|attoman]] ([[user talk:attoman|talk]]),"01:57, 29 april 2008"
Talk:Electricity generation,Orbiting Solar Panels,"the orbiting panels are far to speculative as is the ""beam down"" energy transfer. a link to the ""space ladder"" is in order where such projects have resonance and are put properly into their 20 year plus perspective. [[user:attoman|attoman]] ([[user talk:attoman|talk]])","01:57, 29 april 2008"
Talk:Electricity generation,Orbiting Solar Panels,"::wikipedia already has a [[solar power satellite]] article. the [[{{subjectpagename}}]] article cannot cover every possible technology for generating electricity. even the individual sub-articles such as [[solar energy]] and [[wind power]] get so long that we have to split them up too. however, [[{{subjectpagename}}]] could use a [[wp:navbox|navigation template]] which would direct the reader to more details on the various technologies for generating electricity. the main drawback of solar power satellite technology is the enormous time and investment necessary before it could yield any power, when we already have plenty of unused [[desert]] land and rooftops on which to install solar collectors much more quickly, and above all incrementally, with proven technology. there is almost always a huge difference between proven and unproven technologies. with a proven technology, the costs and time requirements are knowable with high confidence. with unproven technologies, the actual costs and time requirements may differ enormously from preliminary estimates. that's why private investors greatly prefer proven technologies, whereas only governments are typically able to gamble large sums on unproven technologies. time may become extremely important if the dire predictions of [[peak oil]] proponents bear out (see for example the [[hirsch report]]) - e.g., once the full scale of the liquid fuel shortage becomes clear (in the worst-case scenario of petroleum depletion), civilization may lack the time and fossil energy resources necessary to mount a huge program of space power development. only options with rapid short-term energy payback will be feasible in such a scenario. --[[user:teratornis|teratornis]] ([[user talk:teratornis|talk]])","20:16, 29 august 2008"
Talk:Electricity generation,Reference in caption,"i agree with the recent deletion of a statement from a caption, together with the citation, because the citation did not say anything about coal being clean and cheap. [[user:daniel.cardenas]] claimed in an edit summary that citations should go in the text, not the caption. i disagree with that, and if it had been the only reason for removing the statement, it would have been insufficient. --[[user:gerry ashton|gerry ashton]] ([[user talk:gerry ashton|talk]])","20:56, 24 july 2008"
Talk:Electricity generation,Reference in caption,":the statement seemed to me to be not npov and a promo for coal.  i understand why you deleted it.  there might be some truth in it, though, that might be worth of preserving.  if coal is a cheap source (or cheapest) it would be worth putting that back in the caption.  but i'd like to see a citation for it.  i never really thought about references in captions.  thinking about it now, it seems to me something to avoid if possible, but tolerable. [[user:diderot's dreams|diderot's dreams]] ([[user talk:diderot's dreams|talk]])","15:47, 26 july 2008"
Talk:Electricity generation,Tesla's Methods,"it is reported that much of tesla's research centered around the generation or ""capture"" of electricity from sources existing naturally around us.  should these be added to the article? - [[user:kitchm|kitchm]] ([[user talk:kitchm|talk]])","19:49, 4 june 2010"
Talk:Electricity generation,Tesla's Methods,": it didn't, so please cite your sources. tesla claimed a lot about ''transmission'', relatively little about generation. [[user:andy dingley|andy dingley]] ([[user talk:andy dingley|talk]])","20:17, 4 june 2010"
Talk:Electricity generation,Billion - replace with SI multiplier.,"the article uses the multiplier ""billion"". unfortunately this is not a standard multiplier and may be confusing since the us and the uk have used different values for the multiplier billion. it would be good if the multipliers were replaced with unambiguous si multipliers such as giga or tera.  worryingly the article seems to be using the old british value of 10^12 for billion and not the currently accepted 10^9 which has i understand always been used in the us and is now i believe the most widely accepted in the uk.  i would  change it myself however the figures that use the billion multiplier are not sourced and i cannot be sure what the true values are and i am not a subject expert.  [[user:threebs|threebs]] ([[user talk:threebs|talk]])","22:00, 7 november 2010"
Talk:Electricity generation,energy production,"hi, if we agree that the low of conservation of energy is correct then the terminology of 'generation' for energy might be misleading. after all nobody generates energy, only changes its form from one type to another.  — preceding [[wikipedia:signatures|unsigned]] comment added by [[user:tzachi bar|tzachi bar]] ([[user talk:tzachi bar|talk]] • [[special:contributions/tzachi bar|contribs]])","09:44, 29 october 2011"
Talk:Electricity generation,energy production,"/span>   :if you want to create a campaign to make the english language consistent with the theories of physics, go ahead. once you have accomplished your goal, report back here and we will edit our articles to reflect the new version of english. but wikipedia follows the existing english language, it doesn't try to change it. [[user:jc3s5h|jc3s5h]] ([[user talk:jc3s5h|talk]])","14:16, 29 october 2011"
Talk:Electricity generation,Requested move 11 January 2017, :''the following is a closed discussion of a [[wp:requested moves|requested move]]. '''please do not modify it.''' subsequent comments should be made in a new section on the talk page. editors desiring to contest the closing decision should consider a [[wikipedia:move review|move review]]. no further edits should be made to this section. ''  the result of the move request was: '''not moved'''. there is no consensus to rename this per the request. {{rmnac|x}} -- [[user:dane|dane]] [[user talk:dane|'''talk''']] ,"07:27, 19 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,----   [[:electricity generation]] → {{no redirect|electric power generation}} – electricity has a wide range of definitions and is not the topic of this article. instead the topic is electric power generation. this is a subtle point because electricity is often used interchangeably with electric power. [[user:brian everlasting|brian everlasting]] ([[user talk:brian everlasting|talk]]),"11:07, 11 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,":article currently focused on electric power generation, so the change seems reasonable. what outcome is intended for the original title? redirect? • • • [[user:pbsouthwood|peter (southwood)]] [[user talk:pbsouthwood|(talk)]]:","12:35, 11 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,::yes redirect and tweak the article a bit to reflect the title change. [[user:brian everlasting|brian everlasting]] ([[user talk:brian everlasting|talk]]),"13:06, 11 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,"*'''oppose''', as the article includes a section on ""static electricity"" that nom did not mention. [[user:dicklyon|dicklyon]] ([[user talk:dicklyon|talk]])","03:15, 12 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,"*'''comment''' the phrase 'electricity generation' is widely used and means the same as 'electric power generation'. the noms reason seems therefore to be invalid. still, the fact that they mean the same, means it could be changed. otoh, i'm unable to find good evidence that epg is more common to change it per wp:common, they seem to be used about the same amount.[[user:glidermaven|glidermaven]] ([[user talk:glidermaven|talk]])","03:54, 12 january 2017"
Talk:Electricity generation,Requested move 11 January 2017,"*'''oppose'''. i can see nom's point, but english is not that logical... if it were we'd call it ''electrical energy generation'' rather than ''[[power]]'' as proposed. we [[wp:use english|use english]] even when not 100% logical. [[user:andrewa|andrewa]] ([[user talk:andrewa|talk]])","03:48, 19 january 2017"
Talk:Electricity generation,Merger proposal,i propose merging [[centralised generation]] into [[electricity generation]] because then it will be less work to keep them up to date as there will be less duplication. [[user:chidgk1|chidgk1]] ([[user talk:chidgk1|talk]]),"16:24, 25 november 2021"
Talk:Electricity generation,Merger proposal,* '''support''' there is no need for a separate article. --[[user:ita140188|ita140188]] ([[user talk:ita140188|talk]]),"16:46, 25 november 2021"
Talk:Electricity generation,Merger proposal,* '''support''' looks good. massive duplication. [[user:glidermaven|glidermaven]] ([[user_talk:glidermaven|talk]]),"17:09, 25 november 2021"
Talk:Electricity generation,Merger proposal,* '''support''' per chidgk1 nomination. —[[user:rcraig09|rcraig09]] ([[user talk:rcraig09|talk]]),"19:21, 25 november 2021"
Talk:Electricity generation,Merger proposal,::merged - will do some basic tidying but leave plenty for you guys [[user:chidgk1|chidgk1]] ([[user talk:chidgk1|talk]]),"16:14, 26 november 2021"
Talk:Electricity generation,Audition,"i added the following sentence to lead, mostly as an audition:   there are also exotic and speculative methods to recover energy, such as proposed fusion reactor designs which aim to directly extract energy from intense magnetic fields generated by fast-moving charged particles generated by the fusion reaction (see magnetohydrodynamics).   given the global stakes involved for the current and future generation, i don't think this is a lead that should ruthlessly prioritize thinking inside the box, solely in terms of long established technologies.  there's a certain innate tendency of encyclopedias to be backward looking (all the better to cite you with) and this form of authority is often warranted.  however, in this case, the future mode of electric power generation on planet earth is the wild west right now (or should be), and so perhaps we should keep the open box front and center, even if it's so far but a tender, unlikely shoot sired by a [[delorean time machine|delorean]] and [https://www.gocomics.com/bloomcounty/2021/01/19 raisin-eating porcupines].  just a thought. — [[user:maxent|maxent]]","14:42, 4 october 2022"
Talk:Electronics industry,External links modified,"hello fellow wikipedians,  i have just modified {{plural:1|one external link|1 external links}} on [[electronics industry]]. please take a moment to review [https://en.wikipedia.org/w/index.php?diff=prev&oldid=756146594 my edit]. if you have any questions, or need the bot to ignore the links, or the page altogether, please visit [[user:cyberpower678/faqs#internetarchivebot|this simple faq]] for additional information. i made the following changes: *added archive https://web.archive.org/web/20090421040536/http://www.ce.org:80/research/sales_stats/275.asp to http://www.ce.org/research/sales_stats/275.asp  when you have finished reviewing my changes, please set the ''checked'' parameter below to '''true''' or '''failed''' to let others know (documentation at {{tlx|sourcecheck}}).  {{sourcecheck|checked=true}} {{done|[[user:jim.henderson|jim.henderson]] ([[user talk:jim.henderson|talk]])","03:39, 26 december 2016"
Talk:Electronics industry,External links modified,}  cheers.—[[user:internetarchivebot|'''internetarchivebot''']] ([[user talk:internetarchivebot|report bug]]),"08:32, 22 december 2016"
